Year,Month,Month Start Date,Community,Total Complaints,Total Number of Callers,data_as_of,data_loaded_at
2019,4,2019/04/01,South San Francisco,28,14,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,4,2019/04/01,Stanford,1000,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,4,2019/04/01,Sunnyvale,1047,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,4,2019/04/01,Union City,599,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,4,2019/04/01,Watsonville,103,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,4,2019/04/01,Woodside,1233,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Alameda,42,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Aptos,326,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Atherton,324,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Belmont,358,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Ben Lomond,38,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Berkeley,41,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Bonny Doon,97,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Boulder Creek,206,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Brisbane,3391,28,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Brookdale,10,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Burlingame,185,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Capitola,1891,18,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Carmel Valley,31,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Castro Valley,14,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Cupertino,724,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Daly City,1015,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Danville,27,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,East Palo Alto,50,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,El Granada,365,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Emerald Hills,616,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Felton,697,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Foster City,396,12,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Fremont,116,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Gualala,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Half Moon Bay,203,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Hayward,178,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Hillsborough,185,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,La Honda,7,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Lafayette,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Los Altos,20469,135,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Los Altos Hills,12418,26,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Los Gatos,18214,115,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Menlo Park,1507,26,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Montara,945,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Monte Sereno,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Moraga,481,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Morgan Hill,174,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Moss Beach,4,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Mountain View,5105,41,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Oakland,9853,30,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Orinda,313,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Pacifica,4324,37,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Palo Alto,48215,189,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Penngrove,21,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Piedmont,17,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Pinole,357,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Portola Valley,7898,33,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Redwood City,1638,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Richmond,2595,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,San Bruno,320,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,San Carlos,216,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,San Francisco,7096,32,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,San Jose,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,San Mateo,2063,15,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Santa Clara,7,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Santa Cruz,20570,118,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Saratoga,509,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Scotts Valley,12364,64,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Soquel,8937,74,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,South San Francisco,71,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Stanford,1048,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Sunnyvale,523,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Union City,566,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Watsonville,153,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,West Menlo Park,4,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,5,2019/05/01,Woodside,1741,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Alameda,4,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Aptos,281,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Atherton,1331,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Belmont,206,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Ben Lomond,21,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Berkeley,1304,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Bonny Doon,83,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Boulder Creek,186,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Brisbane,2668,22,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Brookdale,4,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Burlingame,240,12,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Capitola,2013,15,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Carmel Valley,13,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Castro Valley,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Cupertino,332,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Daly City,929,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Danville,12,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,East Palo Alto,30,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,El Granada,568,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Emerald Hills,244,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Felton,722,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Foster City,405,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Fremont,585,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Half Moon Bay,78,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Hayward,289,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Hillsborough,105,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,La Honda,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Lafayette,13,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Los Altos,18554,131,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Los Altos Hills,10173,26,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Los Gatos,15677,121,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Menlo Park,1228,20,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Millbrae,5,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Montara,226,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Moraga,202,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Morgan Hill,280,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Moss Beach,4,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Mountain View,4326,38,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Oakland,7810,27,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Orinda,158,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Pacifica,4424,36,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Palo Alto,47775,223,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Penngrove,20,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Piedmont,5,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Pinole,64,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Portola Valley,6892,34,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Redwood City,1044,12,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Richmond,2405,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,San Bruno,567,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,San Carlos,126,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,San Francisco,5944,34,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,San Jose,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,San Mateo,2717,18,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Santa Clara,7,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Santa Cruz,19131,114,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Saratoga,327,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Scotts Valley,10960,68,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Soquel,9591,72,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,South San Francisco,103,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Stanford,717,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Sunnyvale,410,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Union City,444,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Watsonville,129,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,West Menlo Park,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,6,2019/06/01,Woodside,950,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Aptos,477,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Atherton,1601,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Belmont,328,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Ben Lomond,36,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Berkeley,1039,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Bonny Doon,57,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Boulder Creek,228,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Brisbane,1680,20,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Brookdale,6,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Burlingame,210,13,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Capitola,2452,18,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Carmel Valley,67,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Castro Valley,17,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Cupertino,693,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Daly City,994,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Danville,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,East Palo Alto,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,El Granada,974,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Emerald Hills,4580,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Felton,932,13,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Foster City,853,18,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Fremont,180,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Hayward,46,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Hillsborough,90,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Lafayette,115,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Los Altos,18144,117,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Los Altos Hills,10240,26,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Los Gatos,20549,121,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Menlo Park,1608,22,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Millbrae,14,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Montara,738,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Moraga,281,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Morgan Hill,299,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Moss Beach,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Mountain View,3756,32,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Oakland,7117,26,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Orinda,157,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Pacifica,3133,29,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Palo Alto,45740,192,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Penngrove,6,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Portola Valley,7251,33,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Redwood City,1902,12,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Richmond,3271,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,San Bruno,565,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,San Carlos,161,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,San Francisco,4598,37,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,San Jose,4,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,San Mateo,2413,22,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Santa Clara,10,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Santa Cruz,24294,121,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Saratoga,336,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Scotts Valley,13134,67,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Soquel,10978,71,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,South San Francisco,195,17,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Stanford,518,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Sunnyvale,348,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Union City,381,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Watsonville,174,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,West Menlo Park,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,7,2019/07/01,Woodside,1394,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,3,2023/03/01,Los Altos,9014,51,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,3,2023/03/01,Soquel,3078,22,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,3,2023/03/01,Mountain View,3138,14,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,6,2023/06/01,Scotts Valley,4123,26,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,2,2023/02/01,Redwood City,554,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,4,2023/04/01,Woodside,1361,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,6,2023/06/01,Los Altos,8757,50,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,7,2023/07/01,Union City,239,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,9,2021/09/01,Pacifica,888,18,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,11,2021/11/01,Moraga,356,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,3,2022/03/01,Palo Alto,24815,108,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,3,2022/03/01,Los Altos,10329,64,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,4,2022/04/01,Soquel,6545,37,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,6,2023/06/01,Santa Cruz,9025,44,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,3,2023/03/01,Los Gatos,3245,28,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,4,2023/04/01,Brisbane,381,14,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,5,2023/05/01,Mountain View,2821,19,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,6,2023/06/01,Berkeley,907,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,8,2023/08/01,Scotts Valley,4382,27,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,6,2023/06/01,Redwood City,364,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,8,2021/08/01,San Mateo,1471,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,10,2021/10/01,Oakland,4020,16,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,10,2021/10/01,Pacifica,1159,17,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,12,2021/12/01,Scotts Valley,5620,35,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,1,2022/01/01,Foster City,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,2,2022/02/01,Menlo Park,1701,12,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,3,2022/03/01,Santa Cruz,12453,70,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,11,2021/11/01,Los Altos Hills,1445,13,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,6,2022/06/01,Felton,173,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,7,2022/07/01,Daly City,1809,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,7,2022/07/01,Sunnyvale,37,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,10,2022/10/01,Santa Cruz,10087,52,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,11,2023/11/01,Montara,473,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,12,2023/12/01,Scotts Valley,3752,22,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,3,2020/03/01,Morgan Hill,7,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,10,2019/10/01,Millbrae,16,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,8,2019/08/01,La Selva Beach,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,1,2021/01/01,Emerald Hills,1213,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,12,2020/12/01,Los Gatos,4980,47,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,12,2020/12/01,San Jose,45,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,12,2020/12/01,Soquel,3906,41,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,4,2021/04/01,Los Altos Hills,1224,21,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,3,2021/03/01,Scotts Valley,4533,42,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,12,2021/12/01,Emerald Hills,857,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,6,2022/06/01,Pacifica,845,20,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,7,2022/07/01,San Mateo,1171,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,10,2022/10/01,Oakland,3356,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,2,2024/02/01,Palo Alto,13358,103,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,3,2022/03/01,Aptos,36,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,4,2020/04/01,Mountain View,1770,18,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,10,2019/10/01,San Mateo,885,13,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,9,2019/09/01,Atherton,639,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,11,2019/11/01,Ben Lomond,12,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,2,2021/02/01,San Francisco,2398,15,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,12,2020/12/01,Santa Cruz,6918,64,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,5,2021/05/01,Pacifica,468,16,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,5,2020/05/01,Orinda,21,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,1,2022/01/01,Millbrae,32,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
